Hospital_ID,District,City,State,City_Type,Hospital_Name,Reference_Period_AU595,Total_Beds,ICU_Beds,Non_ICU_Beds,Available_Beds,ICU_Rooms,General_Ward_Rooms,Private_Rooms,Semi_Private_Rooms,Emergency_Rooms,Operation_Theatres,Isolation_Rooms,Total_Rooms,Ventilators,Oxygen_Concentrators,ECG_Machines,Defibrillators,Pulse_Oximeters,CT_Scan,X_Ray_Machines,Ultrasound_Units,Blood_Analyzers,Patient_Monitors,Doctors_General_Physician,Doctors_Pulmonologist,Doctors_Cardiologist,Doctors_Intensivist,Doctors_Anesthesiologist,Doctors_Surgeon,Doctors_Radiologist,Doctors_Neurologist,Doctors_Orthopedic,Doctors_Pediatrician,Total_Doctors,Assurance_Available_Time,AU595_State_Rural_Hospitals,AU595_State_Urban_Hospitals,AU595_State_Total_Hospitals,AU595_State_Rural_Beds,AU595_State_Urban_Beds,AU595_State_Total_Beds
MH-1285,Solapur,North Solapur,Maharashtra,Semi-Urban,Municipal General Hospital North Solapur,31.08.2020,23,4,19,22,1,3,1,2,1,1,4,13,5,12,3,2,27,1,3,1,2,13,4,2,1,1,1,1,1,0,0,0,11,33 minutes,365,149,514,10950,22078,33028
MH-1286,Kolhapur,Kolhapur City,Maharashtra,Urban,Kokilaben General Hospital Kolhapur City,31.08.2020,52,13,39,47,3,6,7,1,1,2,5,25,11,27,2,3,56,1,3,1,3,31,4,4,2,2,1,1,1,1,2,1,19,19 minutes,365,149,514,10950,22078,33028
MH-1287,Kolhapur,Kolhapur City,Maharashtra,Urban,Life Multispeciality Hospital Kolhapur City,31.08.2020,69,14,55,53,3,9,3,2,1,2,7,27,11,38,6,5,76,1,1,1,3,41,5,3,2,2,2,2,2,0,0,0,18,16 minutes,365,149,514,10950,22078,33028
MH-1288,Kolhapur,Kolhapur City,Maharashtra,Urban,Ekta Medical Centre Kolhapur City,31.08.2020,52,10,42,49,2,7,2,3,1,2,5,22,9,30,5,4,62,1,1,2,1,31,5,3,2,2,2,1,1,0,2,2,20,22 minutes,365,149,514,10950,22078,33028
MH-1289,Kolhapur,Kolhapur City,Maharashtra,Urban,Global Multispeciality Hospital Kolhapur City,31.08.2020,49,16,33,37,4,5,4,3,1,2,4,23,13,26,2,4,53,1,1,1,2,29,6,4,2,3,2,2,1,1,1,2,24,17 minutes,365,149,514,10950,22078,33028
MH-1290,Kolhapur,Kolhapur City,Maharashtra,Urban,Medicover Health Care Kolhapur City,31.08.2020,64,11,53,47,2,8,2,1,1,1,4,19,10,34,5,6,64,1,1,1,3,38,6,4,1,2,1,4,1,1,1,2,23,28 minutes,365,149,514,10950,22078,33028
MH-1291,Kolhapur,Ichalkaranji,Maharashtra,Urban,Multispecialty Hospital & ICU Ichalkaranji,31.08.2020,33,10,23,26,2,3,1,1,1,1,3,12,10,17,3,2,43,1,3,2,2,19,3,2,2,2,2,1,2,1,2,0,17,28 minutes,365,149,514,10950,22078,33028
MH-1292,Kolhapur,Ichalkaranji,Maharashtra,Urban,Shivneri Health Care Ichalkaranji,31.08.2020,34,9,25,28,2,4,2,2,1,2,5,18,9,20,3,2,35,1,2,1,3,20,3,1,1,1,2,2,1,0,2,0,13,33 minutes,365,149,514,10950,22078,33028
MH-1293,Kolhapur,Ichalkaranji,Maharashtra,Urban,Lifeline General Hospital Ichalkaranji,31.08.2020,34,12,22,21,3,3,4,1,1,2,6,20,10,22,2,4,36,1,2,1,1,20,4,3,1,2,2,1,2,1,0,0,16,42 minutes,365,149,514,10950,22078,33028
MH-1294,Kolhapur,Ichalkaranji,Maharashtra,Urban,Vedant Health Care Ichalkaranji,31.08.2020,41,7,34,39,1,5,3,2,1,1,3,16,5,24,2,1,46,1,1,2,2,24,5,3,1,1,1,2,2,1,1,2,19,30 minutes,365,149,514,10950,22078,33028
MH-1295,Kolhapur,Kagal,Maharashtra,Semi-Urban,Seva Super Speciality Hospital Kagal,31.08.2020,18,7,11,16,1,1,2,2,1,1,4,12,5,11,3,2,22,0,1,2,1,10,2,2,1,1,1,1,2,1,2,1,14,54 minutes,365,149,514,10950,22078,33028
MH-1296,Kolhapur,Kagal,Maharashtra,Semi-Urban,Jan Health Care Kagal,31.08.2020,19,6,13,12,1,2,2,2,1,1,2,11,4,10,2,1,22,0,1,1,2,11,3,1,1,1,1,1,2,0,1,1,12,33 minutes,365,149,514,10950,22078,33028
MH-1297,Kolhapur,Hatkanangale,Maharashtra,Semi-Urban,Regional Nursing Home Hatkanangale,31.08.2020,19,4,15,15,1,2,2,1,1,1,2,10,3,10,3,3,29,0,3,1,3,11,2,2,1,1,1,1,1,1,2,0,12,48 minutes,365,149,514,10950,22078,33028
MH-1298,Kolhapur,Hatkanangale,Maharashtra,Semi-Urban,Cooperative Hospital Hatkanangale,31.08.2020,18,5,13,13,1,2,1,1,1,1,3,10,4,9,2,2,28,0,2,2,3,10,3,3,1,1,1,1,2,1,2,2,17,53 minutes,365,149,514,10950,22078,33028
MH-1299,Kolhapur,Shirol,Maharashtra,Rural,Village Health Medical Centre Shirol,31.08.2020,16,4,12,13,1,2,2,2,1,1,3,12,3,11,3,1,19,0,2,1,1,9,2,1,1,1,1,1,1,0,1,1,10,56 minutes,365,149,514,10950,22078,33028
MH-1300,Kolhapur,Shirol,Maharashtra,Rural,Gramin General Hospital Shirol,31.08.2020,13,2,11,10,1,1,1,2,1,1,2,9,2,9,3,2,14,0,2,2,3,7,2,1,1,1,1,1,2,1,2,0,12,32 minutes,365,149,514,10950,22078,33028
MH-1301,Kolhapur,Panhala,Maharashtra,Rural,Jeevan Trauma Centre Panhala,31.08.2020,10,3,7,9,1,1,2,2,1,1,2,10,2,10,3,1,18,0,2,2,3,6,2,2,1,1,1,1,2,1,0,1,12,30 minutes,365,149,514,10950,22078,33028
MH-1302,Kolhapur,Panhala,Maharashtra,Rural,Taluka Hospital Panhala,31.08.2020,14,3,11,13,1,1,1,2,1,1,3,10,2,10,2,1,20,0,3,2,2,8,3,2,1,1,1,1,2,0,0,0,11,30 minutes,365,149,514,10950,22078,33028
MH-1303,Kolhapur,Shahuwadi,Maharashtra,Rural,Block Super Speciality Hospital Shahuwadi,31.08.2020,10,2,8,7,1,1,1,1,1,1,2,8,2,10,3,2,14,0,3,2,3,6,3,2,1,1,1,1,1,0,0,0,10,50 minutes,365,149,514,10950,22078,33028
MH-1304,Kolhapur,Shahuwadi,Maharashtra,Rural,Sub-District Nursing Home Shahuwadi,31.08.2020,12,3,9,8,1,1,1,1,1,1,3,9,2,6,3,2,14,0,2,2,1,7,2,1,1,1,1,1,2,0,1,2,12,30 minutes,365,149,514,10950,22078,33028
MH-1305,Kolhapur,Radhanagari,Maharashtra,Rural,Rural Super Speciality Hospital Radhanagari,31.08.2020,11,2,9,8,1,1,1,2,1,1,3,10,2,8,3,1,18,0,2,2,3,6,3,2,1,1,1,1,1,1,2,1,14,49 minutes,365,149,514,10950,22078,33028
MH-1306,Kolhapur,Radhanagari,Maharashtra,Rural,Civil Medical Centre Radhanagari,31.08.2020,8,2,6,5,1,1,2,2,1,1,2,10,1,5,3,1,15,0,2,2,1,4,3,1,1,1,1,1,2,1,1,2,14,51 minutes,365,149,514,10950,22078,33028
MH-1307,Kolhapur,Gaganbawda,Maharashtra,Rural,Rural Medical Trust Gaganbawda,31.08.2020,8,1,7,7,1,1,1,1,1,1,3,9,2,7,2,2,15,0,2,1,1,4,3,1,1,1,1,1,2,0,0,2,12,37 minutes,365,149,514,10950,22078,33028
MH-1308,Kolhapur,Bavda,Maharashtra,Rural,Primary Health Multispeciality Hospital Bavda,31.08.2020,8,2,6,6,1,1,1,1,1,1,2,8,2,6,2,2,10,0,3,1,3,4,2,1,1,1,1,1,1,0,2,0,10,52 minutes,365,149,514,10950,22078,33028
MH-1309,Amravati,Amravati City,Maharashtra,Urban,Wockhardt Trauma Centre Amravati City,31.08.2020,47,8,39,44,2,6,3,4,1,2,3,21,6,28,3,3,49,1,1,1,2,28,5,1,1,1,2,2,2,0,0,1,15,28 minutes,365,149,514,10950,22078,33028
MH-1310,Amravati,Amravati City,Maharashtra,Urban,Wockhardt Medical Trust Amravati City,31.08.2020,43,12,31,30,3,5,4,1,1,2,3,19,10,24,3,7,51,1,3,2,1,25,4,2,1,2,1,1,2,1,1,0,15,16 minutes,365,149,514,10950,22078,33028
MH-1311,Amravati,Amravati City,Maharashtra,Urban,Care Hospital & ICU Amravati City,31.08.2020,52,20,32,36,5,5,5,5,1,2,8,31,17,29,5,11,60,1,2,2,2,31,4,5,3,4,2,3,2,1,2,0,26,24 minutes,365,149,514,10950,22078,33028
MH-1312,Amravati,Amravati City,Maharashtra,Urban,Ekta Multispeciality Hospital Amravati City,31.08.2020,56,15,41,44,3,6,7,5,1,1,4,27,14,33,3,5,59,1,1,2,3,33,5,5,1,3,1,1,2,0,1,2,21,26 minutes,365,149,514,10950,22078,33028
MH-1313,Amravati,Amravati City,Maharashtra,Urban,Sparsh Trauma Centre Amravati City,31.08.2020,61,15,46,58,3,7,9,6,1,1,4,31,13,32,6,1,68,1,2,1,3,36,7,5,1,3,2,3,2,0,2,1,26,21 minutes,365,149,514,10950,22078,33028
MH-1314,Amravati,Achalpur,Maharashtra,Semi-Urban,Health General Hospital Achalpur,31.08.2020,20,6,14,19,1,2,3,2,1,1,4,14,4,15,3,4,21,0,1,1,2,12,2,2,1,1,1,1,2,1,2,2,15,34 minutes,365,149,514,10950,22078,33028
MH-1315,Amravati,Achalpur,Maharashtra,Semi-Urban,Community Trauma Centre Achalpur,31.08.2020,11,4,7,8,1,1,1,1,1,1,3,9,3,6,2,2,18,0,1,1,3,6,2,1,1,1,1,1,2,0,2,1,12,34 minutes,365,149,514,10950,22078,33028
MH-1316,Amravati,Achalpur,Maharashtra,Semi-Urban,Panchayat Multispeciality Hospital Achalpur,31.08.2020,26,6,20,21,1,3,1,1,1,1,4,12,5,15,3,1,28,1,1,2,1,15,3,2,1,1,1,2,1,0,2,1,14,38 minutes,365,149,514,10950,22078,33028
MH-1317,Amravati,Daryapur,Maharashtra,Semi-Urban,Health Medical Centre Daryapur,31.08.2020,15,3,12,12,1,2,2,1,1,1,2,10,3,12,2,1,23,0,3,2,2,9,4,1,1,1,1,1,2,1,0,1,13,57 minutes,365,149,514,10950,22078,33028
MH-1318,Amravati,Daryapur,Maharashtra,Semi-Urban,Taluka Medical Trust Daryapur,31.08.2020,16,4,12,11,1,2,1,1,1,1,2,9,5,10,2,3,24,0,1,1,3,9,4,2,1,1,1,1,1,0,2,2,15,44 minutes,365,149,514,10950,22078,33028
MH-1319,Amravati,Morshi,Maharashtra,Rural,Civil Medical Centre Morshi,31.08.2020,14,3,11,12,1,1,1,2,1,1,2,9,3,11,2,2,14,0,2,2,1,8,2,1,1,1,1,1,1,0,0,2,10,34 minutes,365,149,514,10950,22078,33028
MH-1320,Amravati,Morshi,Maharashtra,Rural,Gramin Trauma Centre Morshi,31.08.2020,14,2,12,13,1,2,1,1,1,1,2,9,1,11,3,1,14,0,3,1,2,8,2,1,1,1,1,1,2,1,1,0,11,54 minutes,365,149,514,10950,22078,33028
MH-1321,Amravati,Warud,Maharashtra,Rural,Jeevan Health Care Warud,31.08.2020,9,1,8,7,1,1,2,2,1,1,2,10,1,6,3,2,10,0,2,1,2,5,3,1,1,1,1,1,1,0,1,2,12,41 minutes,365,149,514,10950,22078,33028
MH-1322,Amravati,Warud,Maharashtra,Rural,Public Trauma Centre Warud,31.08.2020,10,2,8,9,1,1,1,2,1,1,2,9,3,8,3,1,10,0,2,2,3,6,2,1,1,1,1,1,2,1,1,2,13,48 minutes,365,149,514,10950,22078,33028
MH-1323,Amravati,Chandur Bazar,Maharashtra,Rural,Village Health Hospital Chandur Bazar,31.08.2020,12,3,9,12,1,1,2,2,1,1,2,10,2,11,3,2,15,0,3,2,3,7,2,2,1,1,1,1,1,1,1,0,11,49 minutes,365,149,514,10950,22078,33028
MH-1324,Amravati,Chandur Bazar,Maharashtra,Rural,Block Super Speciality Hospital Chandur Bazar,31.08.2020,10,1,9,9,1,1,1,1,1,1,2,8,1,9,3,2,18,0,1,1,3,6,2,2,1,1,1,1,2,1,1,0,12,30 minutes,365,149,514,10950,22078,33028
MH-1325,Amravati,Dhamangaon Railway,Maharashtra,Semi-Urban,General Multispeciality Hospital Dhamangaon Railway,31.08.2020,16,4,12,14,1,2,1,1,1,1,4,11,5,13,3,1,17,0,3,2,3,9,2,1,1,1,1,1,2,1,2,2,14,48 minutes,365,149,514,10950,22078,33028
MH-1326,Amravati,Dhamangaon Railway,Maharashtra,Semi-Urban,Jan Nursing Home Dhamangaon Railway,31.08.2020,14,3,11,13,1,1,2,1,1,1,2,9,4,12,2,1,23,0,1,1,1,8,2,2,1,1,1,1,1,1,2,2,14,43 minutes,365,149,514,10950,22078,33028
MH-1327,Amravati,Nandgaon Peth,Maharashtra,Rural,Public General Hospital Nandgaon Peth,31.08.2020,7,2,5,7,1,1,2,1,1,1,2,9,3,7,3,2,12,0,3,1,3,4,2,1,1,1,1,1,2,0,1,0,10,60 minutes,365,149,514,10950,22078,33028
MH-1328,Amravati,Nandgaon Peth,Maharashtra,Rural,Jeevan Medical Trust Nandgaon Peth,31.08.2020,9,2,7,8,1,1,1,2,1,1,2,9,2,6,2,1,9,0,2,2,1,5,3,2,1,1,1,1,1,1,0,1,12,49 minutes,365,149,514,10950,22078,33028
MH-1329,Amravati,Anjangaon,Maharashtra,Rural,Gram Medical Centre Anjangaon,31.08.2020,10,2,8,7,1,1,1,1,1,1,3,9,3,5,2,1,10,0,2,2,3,6,2,1,1,1,1,1,2,1,0,0,10,49 minutes,365,149,514,10950,22078,33028
MH-1330,Amravati,Anjangaon,Maharashtra,Rural,Government General Hospital Anjangaon,31.08.2020,9,3,6,9,1,1,1,1,1,1,2,8,3,7,3,2,18,0,3,1,2,5,3,2,1,1,1,1,1,0,0,0,10,45 minutes,365,149,514,10950,22078,33028
MH-1331,Nanded,Nanded City,Maharashtra,Urban,Apollo Hospital & ICU Nanded City,31.08.2020,37,11,26,34,2,4,3,2,1,1,4,17,8,18,2,2,41,1,3,2,3,22,5,3,2,2,1,1,2,1,2,1,20,36 minutes,365,149,514,10950,22078,33028
MH-1332,Nanded,Nanded City,Maharashtra,Urban,Synergy Hospital & ICU Nanded City,31.08.2020,38,13,25,37,3,4,2,1,1,2,3,16,11,21,2,2,48,1,1,1,2,22,3,4,2,2,2,2,2,1,1,1,20,20 minutes,365,149,514,10950,22078,33028
MH-1333,Nanded,Nanded City,Maharashtra,Urban,Criticare Medical Trust Nanded City,31.08.2020,34,9,25,27,2,4,1,1,1,2,5,16,9,18,2,4,39,1,3,2,1,20,4,1,1,1,2,1,1,1,0,2,14,44 minutes,365,149,514,10950,22078,33028
MH-1334,Nanded,Nanded City,Maharashtra,Urban,Aditya Hospital & ICU Nanded City,31.08.2020,60,6,54,54,1,9,3,4,1,3,2,23,4,32,3,2,64,1,3,1,2,36,7,1,1,1,1,1,1,1,0,0,14,24 minutes,365,149,514,10950,22078,33028
MH-1335,Nanded,Nanded City,Maharashtra,Urban,Symbiosis Multispeciality Hospital Nanded City,31.08.2020,47,9,38,36,2,6,4,2,1,1,3,19,9,24,4,5,53,1,3,1,1,28,4,1,1,1,1,3,2,1,1,2,17,19 minutes,365,149,514,10950,22078,33028
MH-1336,Nanded,Kinwat,Maharashtra,Rural,Primary General Hospital Kinwat,31.08.2020,12,2,10,10,1,1,2,2,1,1,2,10,1,10,3,1,13,0,2,1,1,7,3,1,1,1,1,1,1,1,2,1,13,50 minutes,365,149,514,10950,22078,33028
MH-1337,Nanded,Kinwat,Maharashtra,Rural,Gramin Trauma Centre Kinwat,31.08.2020,11,3,8,11,1,1,2,2,1,1,2,10,2,6,2,2,14,0,2,1,2,6,2,1,1,1,1,1,1,0,0,1,9,49 minutes,365,149,514,10950,22078,33028
MH-1338,Nanded,Hadgaon,Maharashtra,Rural,Rural Medical Centre Hadgaon,31.08.2020,13,2,11,10,1,1,1,2,1,1,2,9,2,8,3,2,17,0,2,1,1,7,2,1,1,1,1,1,1,1,2,2,13,41 minutes,365,149,514,10950,22078,33028
MH-1339,Nanded,Hadgaon,Maharashtra,Rural,Block Hospital & ICU Hadgaon,31.08.2020,12,3,9,11,1,1,1,2,1,1,3,10,4,8,3,2,22,0,2,1,3,7,3,1,1,1,1,1,2,1,1,1,13,53 minutes,365,149,514,10950,22078,33028
MH-1340,Nanded,Bhokar,Maharashtra,Rural,Jeevan Nursing Home Bhokar,31.08.2020,6,1,5,4,1,1,1,2,1,1,3,10,2,7,3,2,11,0,1,2,1,3,2,2,1,1,1,1,2,0,1,0,11,40 minutes,365,149,514,10950,22078,33028
MH-1341,Nanded,Bhokar,Maharashtra,Rural,Primary Super Speciality Hospital Bhokar,31.08.2020,12,2,10,9,1,1,1,2,1,1,2,9,3,10,3,2,21,0,1,1,1,7,2,1,1,1,1,1,2,0,2,1,12,50 minutes,365,149,514,10950,22078,33028
MH-1342,Nanded,Umri,Maharashtra,Rural,Taluka Hospital Umri,31.08.2020,8,2,6,8,1,1,1,2,1,1,2,9,3,8,2,1,17,0,2,1,1,4,2,1,1,1,1,1,1,1,2,2,13,35 minutes,365,149,514,10950,22078,33028
MH-1343,Nanded,Umri,Maharashtra,Rural,Block Hospital Umri,31.08.2020,11,1,10,8,1,1,2,1,1,1,2,9,1,5,2,2,18,0,3,1,2,6,2,1,1,1,1,1,2,0,2,2,13,34 minutes,365,149,514,10950,22078,33028
MH-1344,Nanded,Loha,Maharashtra,Rural,Village Health Health Care Loha,31.08.2020,11,1,10,7,1,1,1,2,1,1,3,10,1,9,3,2,18,0,2,1,3,6,2,1,1,1,1,1,2,0,1,0,10,52 minutes,365,149,514,10950,22078,33028
MH-1345,Nanded,Loha,Maharashtra,Rural,Gramin Hospital Loha,31.08.2020,10,2,8,10,1,1,1,2,1,1,2,9,1,6,3,2,20,0,1,1,2,6,2,2,1,1,1,1,1,1,1,1,12,32 minutes,365,149,514,10950,22078,33028
MH-1346,Nanded,Deglur,Maharashtra,Rural,Swasthya Multispeciality Hospital Deglur,31.08.2020,7,2,5,6,1,1,1,2,1,1,3,10,2,5,3,1,13,0,1,1,2,4,2,2,1,1,1,1,2,1,0,0,11,56 minutes,365,149,514,10950,22078,33028
MH-1347,Nanded,Deglur,Maharashtra,Rural,Swasthya Trauma Centre Deglur,31.08.2020,14,3,11,10,1,1,1,1,1,1,2,8,2,8,3,1,22,0,3,2,1,8,2,2,1,1,1,1,2,1,0,0,11,50 minutes,365,149,514,10950,22078,33028
MH-1348,Nanded,Mukhed,Maharashtra,Rural,Village Health Medical Centre Mukhed,31.08.2020,6,1,5,6,1,1,1,1,1,1,2,8,1,8,3,2,6,0,3,1,1,3,2,1,1,1,1,1,1,0,0,1,9,37 minutes,365,149,514,10950,22078,33028
MH-1349,Nanded,Mukhed,Maharashtra,Rural,Sub-District General Hospital Mukhed,31.08.2020,9,2,7,8,1,1,1,2,1,1,2,9,3,5,2,2,17,0,1,2,2,5,3,2,1,1,1,1,2,0,0,0,11,50 minutes,365,149,514,10950,22078,33028
MH-1350,Nanded,Biloli,Maharashtra,Rural,Village Health Nursing Home Biloli,31.08.2020,9,1,8,6,1,1,2,1,1,1,2,9,1,4,3,2,9,0,1,1,2,5,2,2,1,1,1,1,2,0,2,1,13,57 minutes,365,149,514,10950,22078,33028
MH-1351,Nanded,Biloli,Maharashtra,Rural,Primary Health Nursing Home Biloli,31.08.2020,7,1,6,7,1,1,2,1,1,1,2,9,2,7,3,2,15,0,3,1,3,4,3,2,1,1,1,1,1,1,0,2,13,45 minutes,365,149,514,10950,22078,33028
MH-1352,Sangli,Sangli City,Maharashtra,Urban,Symbiosis Hospital Sangli City,31.08.2020,50,11,39,44,2,6,3,3,1,1,4,20,10,25,3,6,59,1,2,2,1,30,5,3,1,2,2,3,2,0,0,2,20,22 minutes,365,149,514,10950,22078,33028
MH-1353,Sangli,Sangli City,Maharashtra,Urban,Unity Medical Centre Sangli City,31.08.2020,35,13,22,32,3,3,5,3,1,1,4,20,12,20,3,2,42,1,3,1,1,21,4,2,1,2,1,1,1,0,0,0,12,33 minutes,365,149,514,10950,22078,33028
MH-1354,Sangli,Sangli City,Maharashtra,Urban,Unity Medical Trust Sangli City,31.08.2020,38,11,27,32,2,4,2,2,1,2,6,19,8,22,2,5,41,1,2,2,3,22,4,4,1,2,2,2,1,1,1,1,19,43 minutes,365,149,514,10950,22078,33028
MH-1355,Sangli,Sangli City,Maharashtra,Urban,Fortis Super Speciality Hospital Sangli City,31.08.2020,47,10,37,32,2,6,5,4,1,1,5,24,8,26,3,1,51,1,3,1,3,28,6,2,2,2,2,2,2,1,1,1,21,21 minutes,365,149,514,10950,22078,33028
MH-1356,Sangli,Sangli City,Maharashtra,Urban,Prime Multispeciality Hospital Sangli City,31.08.2020,52,13,39,52,3,6,4,5,1,1,4,24,12,31,4,4,58,1,2,2,3,31,5,3,2,2,2,3,1,1,0,0,19,26 minutes,365,149,514,10950,22078,33028
MH-1357,Sangli,Miraj,Maharashtra,Urban,Ruby Medical Centre Miraj,31.08.2020,36,7,29,25,1,4,3,1,1,1,2,13,6,23,2,4,42,1,3,1,1,21,4,1,1,1,1,1,2,1,2,0,14,40 minutes,365,149,514,10950,22078,33028
MH-1358,Sangli,Miraj,Maharashtra,Urban,Care Multispeciality Hospital Miraj,31.08.2020,31,9,22,20,2,3,3,1,1,2,3,15,9,15,2,4,33,1,2,2,3,18,4,3,1,1,2,2,1,0,2,2,18,20 minutes,365,149,514,10950,22078,33028
MH-1359,Sangli,Miraj,Maharashtra,Urban,Sterling Hospital & ICU Miraj,31.08.2020,42,14,28,42,3,4,5,1,1,2,5,21,11,21,4,7,50,1,2,2,3,25,4,2,1,2,2,1,1,0,1,0,14,16 minutes,365,149,514,10950,22078,33028
MH-1360,Sangli,Miraj,Maharashtra,Urban,City Hospital Miraj,31.08.2020,25,9,16,22,2,2,1,2,1,1,2,11,8,15,3,5,26,1,3,1,1,15,3,1,1,1,1,2,1,1,0,2,13,28 minutes,365,149,514,10950,22078,33028
MH-1361,Sangli,Kupwad,Maharashtra,Semi-Urban,Cooperative Nursing Home Kupwad,31.08.2020,23,6,17,14,1,2,3,2,1,1,2,12,4,11,2,1,29,1,3,2,2,13,3,2,1,1,1,2,2,1,0,1,14,45 minutes,365,149,514,10950,22078,33028
MH-1362,Sangli,Kupwad,Maharashtra,Semi-Urban,Taluka Medical Trust Kupwad,31.08.2020,27,7,20,21,1,3,3,1,1,1,5,15,7,14,2,1,35,1,2,1,2,16,3,3,1,1,1,1,1,1,0,2,14,35 minutes,365,149,514,10950,22078,33028
MH-1363,Sangli,Walwa,Maharashtra,Semi-Urban,Township Trauma Centre Walwa,31.08.2020,19,3,16,18,1,2,2,1,1,1,2,10,3,12,3,1,25,0,2,1,3,11,2,2,1,1,1,1,1,1,2,2,14,37 minutes,365,149,514,10950,22078,33028
MH-1364,Sangli,Walwa,Maharashtra,Semi-Urban,Lok General Hospital Walwa,31.08.2020,21,5,16,20,1,2,1,1,1,1,4,11,4,13,2,1,26,1,2,2,1,12,4,2,1,1,1,1,2,0,2,1,15,40 minutes,365,149,514,10950,22078,33028
MH-1365,Sangli,Shirala,Maharashtra,Rural,Swasthya General Hospital Shirala,31.08.2020,9,2,7,6,1,1,1,2,1,1,2,9,1,5,3,1,13,0,1,1,1,5,2,2,1,1,1,1,1,1,1,2,13,43 minutes,365,149,514,10950,22078,33028
MH-1366,Sangli,Shirala,Maharashtra,Rural,Civil Medical Trust Shirala,31.08.2020,14,2,12,9,1,2,1,2,1,1,2,10,1,11,2,1,20,0,1,2,2,8,2,1,1,1,1,1,1,1,0,2,11,45 minutes,365,149,514,10950,22078,33028
MH-1367,Sangli,Khanapur,Maharashtra,Rural,Village Health Super Speciality Hospital Khanapur,31.08.2020,9,2,7,7,1,1,1,2,1,1,3,10,3,7,2,2,11,0,3,1,3,5,2,2,1,1,1,1,2,1,2,0,13,41 minutes,365,149,514,10950,22078,33028
MH-1368,Sangli,Khanapur,Maharashtra,Rural,Jeevan Hospital & ICU Khanapur,31.08.2020,9,3,6,7,1,1,2,1,1,1,2,9,3,9,2,2,10,0,1,2,3,5,2,2,1,1,1,1,1,1,2,1,13,53 minutes,365,149,514,10950,22078,33028
MH-1369,Sangli,Tasgaon,Maharashtra,Semi-Urban,General Hospital & ICU Tasgaon,31.08.2020,12,3,9,8,1,1,1,2,1,1,2,9,2,11,2,2,18,0,3,1,1,7,2,1,1,1,1,1,1,1,2,1,12,42 minutes,365,149,514,10950,22078,33028
MH-1370,Sangli,Tasgaon,Maharashtra,Semi-Urban,Central Medical Centre Tasgaon,31.08.2020,14,2,12,13,1,2,2,1,1,1,3,11,3,12,3,1,21,0,3,2,2,8,3,2,1,1,1,1,1,0,0,0,10,55 minutes,365,149,514,10950,22078,33028
MH-1371,Sangli,Kavathe Mahankal,Maharashtra,Rural,Swasthya Medical Trust Kavathe Mahankal,31.08.2020,7,1,6,5,1,1,1,1,1,1,2,8,2,6,3,1,8,0,2,1,3,4,3,1,1,1,1,1,2,0,2,2,14,52 minutes,365,149,514,10950,22078,33028
MH-1372,Sangli,Kavathe Mahankal,Maharashtra,Rural,Taluka Multispeciality Hospital Kavathe Mahankal,31.08.2020,11,2,9,9,1,1,1,1,1,1,2,8,1,5,2,1,21,0,1,1,3,6,2,1,1,1,1,1,2,0,1,2,12,51 minutes,365,149,514,10950,22078,33028
MH-1373,Sangli,Jat,Maharashtra,Rural,Taluka Multispeciality Hospital Jat,31.08.2020,7,1,6,6,1,1,2,1,1,1,2,9,2,5,3,1,8,0,3,1,1,4,2,1,1,1,1,1,1,0,2,1,11,38 minutes,365,149,514,10950,22078,33028
MH-1374,Sangli,Jat,Maharashtra,Rural,Rural Multispeciality Hospital Jat,31.08.2020,10,1,9,7,1,1,2,2,1,1,2,10,1,5,3,2,12,0,3,1,1,6,3,2,1,1,1,1,1,1,0,1,12,33 minutes,365,149,514,10950,22078,33028
MH-1375,Sangli,Palus,Maharashtra,Rural,Public Medical Trust Palus,31.08.2020,8,1,7,5,1,1,2,2,1,1,2,10,1,6,2,2,13,0,2,1,1,4,2,1,1,1,1,1,2,0,0,0,9,57 minutes,365,149,514,10950,22078,33028
MH-1376,Sangli,Palus,Maharashtra,Rural,Village Health Medical Trust Palus,31.08.2020,11,2,9,11,1,1,2,1,1,1,2,9,1,6,3,2,13,0,2,2,2,6,3,1,1,1,1,1,1,0,1,2,12,43 minutes,365,149,514,10950,22078,33028
MH-1377,Satara,Satara City,Maharashtra,Semi-Urban,General Multispeciality Hospital Satara City,31.08.2020,28,7,21,23,1,3,2,1,1,1,2,11,6,18,3,3,34,1,3,1,2,16,4,1,1,1,1,2,1,0,0,2,13,37 minutes,365,149,514,10950,22078,33028
MH-1378,Satara,Satara City,Maharashtra,Semi-Urban,Health Trauma Centre Satara City,31.08.2020,31,11,20,31,2,3,1,3,1,2,4,16,9,20,2,4,38,1,3,1,2,18,3,4,1,2,1,2,2,0,2,2,19,27 minutes,365,149,514,10950,22078,33028
MH-1379,Satara,Satara City,Maharashtra,Semi-Urban,Lok Multispeciality Hospital Satara City,31.08.2020,38,8,30,34,2,5,2,1,1,2,3,16,8,21,2,4,45,1,2,1,2,22,3,2,1,1,1,2,2,1,1,1,15,40 minutes,365,149,514,10950,22078,33028
MH-1380,Satara,Satara City,Maharashtra,Semi-Urban,General Trauma Centre Satara City,31.08.2020,26,3,23,19,1,3,1,2,1,1,2,11,4,16,2,2,26,1,3,2,2,15,3,1,1,1,1,2,1,1,1,0,12,36 minutes,365,149,514,10950,22078,33028
